video_id,task,text,gold_label,prediction
01430,Audio-driven Video Hallucination,Is the knife visible in the video?,Yes,"Yes, the knife is visible in the video."
01430,Audio-driven Video Hallucination,Is the wood visible in the video?,Yes,"Yes, the wood is visible in the video."
01430,Audio-driven Video Hallucination,Is the person visible in the video?,Yes,"Yes, the person is visible in the video."
01430,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01430,AV Captioning,Describe what you see and hear in a single sentence.,"Outside, a man holding a knife to the wood on the cutting board, there was a sound of talking, the sound of cutting wood and the sound of breaking wood and in front of man car is visible.",A man is cutting wood with a chainsaw on a wooden deck in the countryside.
00176,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00695,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00735,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01253,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02053,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01120,Video-driven Audio Hallucination,Is the grinding machine making sound in the audio?,Yes,"Yes, the grinding machine is making sound in the audio."
01120,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
01120,AV Captioning,Describe what you see and hear in a single sentence.,"A man standing next to a yellow truck with a wooden table on its trailer, and a grinding machine.",A man is using a chainsaw to cut wood on a trailer.
00676,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01642,Video-driven Audio Hallucination,Is the drum making sound in the audio?,Yes,"Yes, the drum is making sound in the audio."
01642,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01642,AV Captioning,Describe what you see and hear in a single sentence.,Two hands with wooden sticks were hammering on the black and red drum to make a wonderful music.,A man is playing a drum set with a cymbal and a drumstick.
00883,Video-driven Audio Hallucination,Is the machine making sound in the audio?,Yes,"Yes, the machine is making sound in the audio."
00883,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00883,AV Captioning,Describe what you see and hear in a single sentence.,The sustained and coarse drilling noise  through the room as a machine on the table works diligently.,A man is using a drill on a piece of metal.
01928,Video-driven Audio Hallucination,Is the bottle making sound in the audio?,Yes,"Yes, the bottle is making sound in the audio."
01928,Audio-driven Video Hallucination,Is the bottle visible in the video?,Yes,"Yes, the bottle is visible in the video."
01928,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01928,AV Captioning,Describe what you see and hear in a single sentence.,"A woman is pouring something into a bottle and shaking it, shaking it and talking, surrounded by vegetables and spices.",A woman is pouring water into a glass bottle on a wooden cutting board.
00090,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01123,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00015,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01266,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01266,AV Captioning,Describe what you see and hear in a single sentence.,The dark environment is accompanied by the voice of the camera constantly changing and leaking in room one laptop is there.,A laptop and a gift box with a bow on it are on a table in a dark room.
01503,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01111,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00543,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
00543,Audio-driven Video Hallucination,Is the water visible in the video?,Yes,"Yes, the water is visible in the video."
00543,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00543,AV Captioning,Describe what you see and hear in a single sentence.,A man speaks on a pier next to a body of water as waves splash in the background.,A person is standing on a boat in the ocean with waves crashing around them.
01765,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02006,Video-driven Audio Hallucination,Is the husky making sound in the audio?,Yes,"Yes, the husky is making sound in the audio."
02006,Audio-driven Video Hallucination,Is the husky visible in the video?,Yes,"Yes, the husky is visible in the video."
02006,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02006,AV Captioning,Describe what you see and hear in a single sentence.,"In a room bed, a husky sound like a wolf barking, as the alarm drips.",A dog is lying on a bed with a person nearby.
00671,Video-driven Audio Hallucination,Is the bell making sound in the audio?,Yes,"Yes, the bell is making sound in the audio."
00671,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00671,AV Captioning,Describe what you see and hear in a single sentence.,"The man inside the building rings a bell, while the church's bell tower chimes in unison.",A man is ringing a bell on a church tower.
01416,Video-driven Audio Hallucination,Is the machine making sound in the audio?,Yes,"Yes, the machine is making sound in the audio."
01416,Audio-driven Video Hallucination,Is the machine visible in the video?,Yes,"Yes, the machine is visible in the video."
01416,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01416,AV Captioning,Describe what you see and hear in a single sentence.,"The machine is stirring the flour, the woman holds a small bowl and uses a spoon to stir the eggs, the background is the machine turns and the woman speaks.",A person is mixing ingredients in a red kitchen appliance.
00649,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00649,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00649,AV Captioning,Describe what you see and hear in a single sentence.,"In a cozy bedroom, a man talks while a person snores, and one man take a video.","A man is lying in bed with his eyes closed and mouth open, while a woman is talking on the phone."
01959,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02226,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
02226,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
02226,AV Captioning,Describe what you see and hear in a single sentence.,"To the music, a man in white was singing with a microphone in the room. and all peoples are enjoying.","A man is preaching in a church, with a microphone and a choir singing in the background."
00460,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00559,Audio-driven Video Hallucination,Is the man in white short-sleeves visible in the video?,Yes,"Yes, the man in white short-sleeves is visible in the video."
00559,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02019,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02156,Video-driven Audio Hallucination,Is the car making sound in the audio?,Yes,"Yes, the car is making sound in the audio."
02156,Audio-driven Video Hallucination,Is the car visible in the video?,Yes,"Yes, the car is visible in the video."
02156,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is of a car driving, but the visual is of a white car parked in a lot."
02156,AV Captioning,Describe what you see and hear in a single sentence.,"In the outdoor parking lot, there are cars, one of which is a white BMW, the exhaust pipes are white smoke and buzzing, and men are talking.","A white BMW car is parked in a lot with other cars, and the sound of a car engine is heard."
01863,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00065,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02286,Video-driven Audio Hallucination,Is the sewing machine making sound in the audio?,Yes,"Yes, the sewing machine is making sound in the audio."
02286,Audio-driven Video Hallucination,Is the sewing machine visible in the video?,Yes,"Yes, the sewing machine is visible in the video."
02286,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02286,AV Captioning,Describe what you see and hear in a single sentence.,A man at the sewing machine clatters while talking.,A person sewing with a sewing machine.
01112,Video-driven Audio Hallucination,Is the truck horn making sound in the audio?,Yes,"Yes, the truck horn is making sound in the audio."
01112,Video-driven Audio Hallucination,Is the truck engine making sound in the audio?,Yes,"Yes, the truck engine is making sound in the audio."
01112,Video-driven Audio Hallucination,Is the truck making sound in the audio?,Yes,"Yes, the truck is making sound in the audio."
01112,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
01112,AV Captioning,Describe what you see and hear in a single sentence.,"A large truck with a trailer is moved on the side of the road, idling as a horn honks.",A truck with a trailer is driving down a dirt road in the countryside.
02191,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00614,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is a song, but the visual is a video of a man standing next to a train."
01413,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00871,Video-driven Audio Hallucination,Is the oil spray making sound in the audio?,Yes,"Yes, the oil spray is making sound in the audio."
00871,Audio-driven Video Hallucination,Is the oil spray visible in the video?,Yes,"Yes, the oil spray is visible in the video."
00871,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00871,AV Captioning,Describe what you see and hear in a single sentence.,"In a bustling kitchen, a man speaks while the clinking of dishes fills the air, followed by the hiss of an oil mister spraying, as he takes a freshly baked loaf of bread out of the oven and places it on the counter.",A man is cooking bread in a toaster while holding a loaf of bread.
02102,Video-driven Audio Hallucination,Is the typewriter making sound in the audio?,Yes,"Yes, the typewriter is making sound in the audio."
02102,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02102,AV Captioning,Describe what you see and hear in a single sentence.,"A man skillfully manipulates the typewriter on the desk, which clicks and clicks to a white paper.",A person is typing on a manual typewriter in a cluttered office.
01802,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01802,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
01802,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01802,AV Captioning,Describe what you see and hear in a single sentence.,"A man rides his bike on the outdoor playground talking, then rides across the railing and gets stuck, and a man's laugh comes from beside him.and background so many peoples are there.",A young man in a yellow helmet rides a skateboard down a ramp.
00162,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00905,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01576,Video-driven Audio Hallucination,Is the tiger making sound in the audio?,Yes,"Yes, the tiger is making sound in the audio."
01576,Audio-driven Video Hallucination,Is the tiger visible in the video?,Yes,"Yes, the tiger is visible in the video."
01576,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01576,AV Captioning,Describe what you see and hear in a single sentence.,"In a zoo, a man is narrating a tiger with its teeth bared, and a roar comes from beside it.",A lion is seen in a cage with a man standing nearby.
02121,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01021,Video-driven Audio Hallucination,Is the plastic bag making sound in the audio?,Yes,"No, the plastic bag is not making sound in the audio."
01021,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01021,AV Captioning,Describe what you see and hear in a single sentence.,"A white goat with horns stands in the grass next to a kid, as the goat baas and footsteps shuffle on foliage, followed by a series of licking.",A goat is lying on the ground with a dead goat next to it.
00918,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00918,AV Captioning,Describe what you see and hear in a single sentence.,"The wind whispers through  as waves crash against the shore, revealing a row of wooden houses on stilts lining the sandy beach.","A man is walking on the beach with a dog, and a boat is in the water."
01095,Video-driven Audio Hallucination,Is the door making sound in the audio?,Yes,"Yes, the door is making sound in the audio."
01095,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
01095,AV Captioning,Describe what you see and hear in a single sentence.,"The loud and forceful bang echoed through the dark room with white walls, next to a door and a black suitcase, disrupting the silence of the poetic line written on the floor.","A person opens a door with a key, and a dog barks in the background."
00627,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is a song, but the visual is a car engine."
00268,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching. The audio is of a helicopter flying, but the visual is of a person driving a car in a forest."
01199,Video-driven Audio Hallucination,Is the sports car making sound in the audio?,Yes,"Yes, the sports car is making sound in the audio."
01199,Video-driven Audio Hallucination,Is the stopping car making sound in the audio?,Yes,"Yes, the stopping car is making sound in the audio."
01199,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is of a car revving its engine, but the visual is of a car driving on a road."
01199,AV Captioning,Describe what you see and hear in a single sentence.,"The blue sports car revs its engine and accelerates rapidly on the street, while a truck sprays water on a car and splashes through a puddle on the road.",A man drives a black sports car with smoke coming out of the windows.
01341,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01495,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01789,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00520,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00508,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01755,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01326,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01326,AV Captioning,Describe what you see and hear in a single sentence.,"It was dark all around, and several white letters gradually appeared in the sound of the running water and background text appears.","The video shows a dark room with a podium and a sign that says ""Honey Music."""
00802,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching. The audio is a sound effect of a car engine, but the visual content is a video of a car with a broken window."
00245,Video-driven Audio Hallucination,Is the game character making sound in the audio?,Yes,"Yes, the game character is making sound in the audio."
00245,Audio-driven Video Hallucination,Is the game character visible in the video?,Yes,"Yes, the game character is visible in the video."
00245,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00245,AV Captioning,Describe what you see and hear in a single sentence.,"In a game room, a child's cries are heard as a person blows their nose amidst computer mouse clicks, with a video game displayed on the screen.",A video of a cat playing with a toy in a virtual room with various objects and a television screen.
01316,Video-driven Audio Hallucination,Is the cat making sound in the audio?,Yes,"Yes, the cat is making sound in the audio."
01316,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01316,AV Captioning,Describe what you see and hear in a single sentence.,A cat screamed in the room and beat up the dog beside it.and a women is laughing.,A cat and a dog are playing on a bed.
00465,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
00465,Audio-driven Video Hallucination,Is the woman visible in the video?,Yes,"Yes, the woman is visible in the video."
00465,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00465,AV Captioning,Describe what you see and hear in a single sentence.,"In the video, a woman  is speaking in front of a green screen, with people communicating in the background.",A woman with blue eyes and blonde hair smiles and talks to the camera.
01172,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00675,Video-driven Audio Hallucination,Is the aircraft engine making sound in the audio?,Yes,"Yes, the aircraft engine is making sound in the audio."
00675,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00675,AV Captioning,Describe what you see and hear in a single sentence.,"A large red and white plane takes off from the runway at an airport, accompanied by the sound of wind rushing past.",A plane is landing on a runway with people watching.
01179,Video-driven Audio Hallucination,Is the motorcycle engine making sound in the audio?,Yes,"Yes, the motorcycle engine is making sound in the audio."
01179,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01179,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01179,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is a man talking on a cell phone, while the visual is a man on a motorcycle with a helmet and a sign that says ""motorcycles only."""
01179,AV Captioning,Describe what you see and hear in a single sentence.,An older man in a yellow jacket standing next to a motorcycle speaks over engine sounds outside a building.,"A man in a yellow jacket and helmet is standing next to a motorcycle, with a caption saying ""meet the riders."""
01509,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00370,Video-driven Audio Hallucination,Is the toilet making sound in the audio?,Yes,"Yes, the toilet is making sound in the audio."
00370,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
00370,Audio-driven Video Hallucination,Is the toilet visible in the video?,Yes,"Yes, the toilet is visible in the video."
00370,Audio-driven Video Hallucination,Is the water visible in the video?,Yes,"Yes, the water is visible in the video."
00370,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00370,AV Captioning,Describe what you see and hear in a single sentence.,The sound of rustling followed by a brief speech accompanies the visual of a white toilet bowl with water inside in a bathroom setting.,A person is flushing a toilet with water.
02021,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01004,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01455,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching. The audio is of a woman singing, but the visual is of a woman walking down an escalator with a bag."
00084,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00700,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02008,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02008,AV Captioning,Describe what you see and hear in a single sentence.,"With the ghostly images and sounds, some English followed and music sounds.","A man is typing on a computer with a dark background and a text that says ""the safe is not safe."""
01801,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01523,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02204,Video-driven Audio Hallucination,Is the keyboard making sound in the audio?,Yes,"Yes, the keyboard is making sound in the audio."
02204,Video-driven Audio Hallucination,Is the baby making sound in the audio?,Yes,"Yes, the baby is making sound in the audio."
02204,Audio-driven Video Hallucination,Is the keyboard visible in the video?,Yes,"Yes, the keyboard is visible in the video."
02204,Audio-driven Video Hallucination,Is the baby visible in the video?,Yes,"Yes, the baby is visible in the video."
02204,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02204,AV Captioning,Describe what you see and hear in a single sentence.,"In the room, a small child at the computer desk clicked his keyboard and mouse in a random manner, making a clicking sound, and a grown-up voice said something.","A young girl is sitting at a desk with a computer and a mouse, typing on the keyboard."
00666,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching. The audio is a dog barking, but the visual is a video of a dog in a cage."
01743,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01152,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01846,Video-driven Audio Hallucination,Is the fan making sound in the audio?,Yes,"Yes, the fan is making sound in the audio."
01846,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01846,AV Captioning,Describe what you see and hear in a single sentence.,"On a white carpet, a  fan swung and blew, with the wind.",A person is using a fan with a cord in a room with a fireplace.
01188,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00941,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02293,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02036,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02036,AV Captioning,Describe what you see and hear in a single sentence.,"A Black Cat was chasing the mice around the house, and the voice of his master came from the room.",A black cat is walking on a wooden floor in a kitchen.
01215,Video-driven Audio Hallucination,Is the toilet making sound in the audio?,Yes,"Yes, the toilet is making sound in the audio."
01215,Audio-driven Video Hallucination,Is the toilet visible in the video?,Yes,"Yes, the toilet is visible in the video."
01215,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01215,AV Captioning,Describe what you see and hear in a single sentence.,"In the background, a child's voice can be heard as a toilet flushes, while a white toilet with the lid up and water in the bowl is shown visually.",A white toilet bowl with water flowing from the faucet.
00037,Video-driven Audio Hallucination,Is the frog making sound in the audio?,Yes,"Yes, the frog is making sound in the audio."
00037,Audio-driven Video Hallucination,Is the frog visible in the video?,Yes,"Yes, the frog is visible in the video."
00037,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00037,AV Captioning,Describe what you see and hear in a single sentence.,"The tribal drums beat as a green frog sits in a natural environment, surrounded by the sounds of shuffling footsteps, chirping crickets, and wet dirt.","A green frog is sitting on the ground with its eyes closed, while a man is talking to it."
01815,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02179,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01301,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01847,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00072,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01065,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
01065,Video-driven Audio Hallucination,Is the screen making sound in the audio?,Yes,"No, the screen is not making sound in the audio."
01065,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01065,AV Captioning,Describe what you see and hear in a single sentence.,"The room was filled with laughter as a woman sat at her desk in front of a laptop, with a man behind her, and others looking on.","A young woman is sitting at a desk with a laptop and a whiteboard, and she is talking to someone on the phone."
01365,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00441,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00441,AV Captioning,Describe what you see and hear in a single sentence.,"A man talks while typing on a keyboard, showcasing a website with text and images alongside another website with text.",A man typing on a computer with a chalkboard in the background.
00434,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02028,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02028,AV Captioning,Describe what you see and hear in a single sentence.,"The puppy squatted in the woods half a hill, turning and running when he heard a roar like a tiger.","A man is walking through a forest with a dog, and a deer is standing in the woods."
01305,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01104,Video-driven Audio Hallucination,Is the food and oil making sound in the audio?,Yes,"Yes, the food and oil are making sound in the audio."
01104,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
01104,Audio-driven Video Hallucination,Is the food and oil visible in the video?,Yes,"Yes, the food and oil are visible in the video."
01104,Audio-driven Video Hallucination,Is the water visible in the video?,Yes,"Yes, the water is visible in the video."
01104,Audio-driven Video Hallucination,Is the woman visible in the video?,Yes,"Yes, the woman is visible in the video."
01104,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01104,AV Captioning,Describe what you see and hear in a single sentence.,"As the woman talks and food sizzles, a wooden spoon stirs a pot of ingredients on the stove, while a person holds a bowl of water over the pot beside a cutting leaves.",A person is cooking food in a pan with a knife and a wooden spoon.
01906,Video-driven Audio Hallucination,Is the lawnmower making sound in the audio?,Yes,"Yes, the lawnmower is making sound in the audio."
01906,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01906,AV Captioning,Describe what you see and hear in a single sentence.,A man mowed the lawn outside with a lawnmower.,A man is using a lawn mower to cut grass in a backyard.
00924,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01690,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01690,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01690,AV Captioning,Describe what you see and hear in a single sentence.,"Two men spoke, one of them manipulating the orange object, and another smelled it on the table to compare it with another bottle of yellow liquid.",A man and a woman are making cocktails at a bar.
00868,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02106,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
02106,Video-driven Audio Hallucination,Is the people making sound in the audio?,Yes,"Yes, the people are making sound in the audio."
02106,Audio-driven Video Hallucination,Is the woman visible in the video?,Yes,"No, the woman is not visible in the video."
02106,Audio-driven Video Hallucination,Is the people visible in the video?,Yes,"Yes, the people are visible in the video."
02106,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02106,AV Captioning,Describe what you see and hear in a single sentence.,"As the crickets croaked, a white-haired man in a green dress and headphones sat in a chair in an Internet cafe, with a crowd of people whining and talking, and a woman in a yellow-green dress and a red backpack in her hands talking to him .",A man with white hair and glasses is sitting at a desk with a computer and a group of people in a room with a television and a video game console.
02311,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01919,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00533,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00894,Video-driven Audio Hallucination,Is the kayak making sound in the audio?,Yes,"Yes, the kayak is making sound in the audio."
00894,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
00894,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00894,AV Captioning,Describe what you see and hear in a single sentence.,The wind blows as water splashes around a man in a blue hat and baseball cap paddling a kayak on a lake.,A man in a blue hat and blue shirt paddles a kayak on a lake with waves and wind.
00558,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00558,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00558,AV Captioning,Describe what you see and hear in a single sentence.,"The audio whooshes as a woman speaks, followed by digital beeps and men talking, while a person stands on a boat in the ocean next to a logo for a technology company.","A man is standing in front of a black background with a microphone and a headset on, and he is talking to someone on a phone."
00864,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00360,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00360,AV Captioning,Describe what you see and hear in a single sentence.,"In the audio, two men are chatting and laughing, while in the visual, a person is holding a controller and playing a free video game available on operating system software.",A man is holding a deck of cards and a trophy at a table with a video game console.
00696,Video-driven Audio Hallucination,Is the pigeon making sound in the audio?,Yes,"Yes, the pigeon is making sound in the audio."
00696,Audio-driven Video Hallucination,Is the pigeon visible in the video?,Yes,"Yes, the pigeon is visible in the video."
